,Object Name,Object Classification,Epoch (TDB),Orbit Axis (AU),Orbit Eccentricity,Orbit Inclination (deg),Perihelion Argument (deg),Node Longitude (deg),Mean Anomoly (deg),Perihelion Distance (AU),Aphelion Distance (AU),Orbital Period (yr),Minimum Orbit Intersection Distance (AU),Orbital Reference,Asteroid Magnitude,Close-Approach (CA) Date,CA DistanceNominal (au),CA DistanceMinimum (au),V relative(km/s),V infinity(km/s),H(mag),Diameter,Rarity,PHA
5598,2002 CD14,Apollo Asteroid (Hazard),57800.0,1.7781,0.5791,2.8866,141.1919,127.6924,65.5722,0.7484,2.81,2.37,0.0281,9.0,20.6,2028-Sep-06 08:59 ± < 00:01,0.04497,0.04497,16.87,16.87,20.4,0.49,1.0,True
5602,2004 QY2,Apollo Asteroid (Hazard),57800.0,1.084,0.4773,37.0267,104.9607,295.313,309.3137,0.5666,1.6,1.13,0.0465,96.0,14.7,2029-Jul-15 18:05 ± < 00:01,0.04713,0.04713,23.29,23.28,14.6,2.998,3.0,True
5604,2015 UR51,Amor Asteroid (Hazard),57800.0,1.7635,0.4233,19.3618,176.8185,221.8451,204.5518,1.017,2.51,2.34,0.0265,19.0,20.3,2029-Nov-07 15:43 ± < 00:01,0.04988,0.04988,12.34,12.34,20.3,0.51,1.0,True
5605,2004 TL10,Apollo Asteroid (Hazard),57800.0,2.6527,0.6573,9.5056,325.4845,10.0125,309.3692,0.9092,4.4,4.32,0.0116,15.0,21.4,2030-Oct-10 04:10 ±    00:05,0.04512,0.04508,14.34,14.34,21.3,0.33,1.0,True
5608,2012 TO139,Apollo Asteroid (Hazard),57800.0,2.4389,0.8886,5.371,56.1642,179.3322,71.4701,0.2717,4.61,3.81,0.0008,14.0,19.7,2031-Sep-23 18:26 ± < 00:01,0.03063,0.03063,33.41,33.41,19.9,0.63,2.0,True
5609,2005 AV27,Apollo Asteroid (Hazard),57800.0,2.2541,0.6525,5.8611,138.8316,67.9605,185.7562,0.7832,3.73,3.38,0.0412,12.0,20.5,2032-Jun-18 20:08 ± < 00:01,0.04123,0.04123,15.36,15.36,20.6,0.46,1.0,True
5610,2003 CG11,Apollo Asteroid (Hazard),57800.0,2.5919,0.735,21.2724,107.0958,130.4968,116.2357,0.6869,4.5,4.17,0.0178,21.0,20.5,2032-Aug-04 10:27 ±    00:01,0.01934,0.01933,22.7,22.69,20.5,0.47,2.0,True
5612,2004 XK50,Apollo Asteroid (Hazard),57800.0,1.4511,0.6889,38.2136,103.962,94.1556,310.2149,0.4514,2.45,1.75,0.0425,21.0,19.3,2032-Dec-23 01:16 ± < 00:01,0.04197,0.04197,29.47,29.47,19.2,1.1159999999999999,1.0,True
5613,2006 PY17,Apollo Asteroid (Hazard),57800.0,1.8965,0.6396,2.8398,132.8074,310.307,326.6211,0.6835,3.11,2.61,0.0252,30.0,19.2,2033-Feb-27 03:32 ± < 00:01,0.04504,0.04504,16.21,16.21,19.3,0.82,1.0,True
5614,2003 YM137,Apollo Asteroid (Hazard),57800.0,2.5921,0.6899,2.7025,127.2055,77.0593,26.2318,0.8038,4.38,4.17,0.0066,51.0,18.7,2033-Jun-24 00:08 ±    00:06,0.01679,0.01677,17.55,17.55,18.9,0.96,2.0,True
5615,2011 YH28,Apollo Asteroid (Hazard),57800.0,2.6251,0.7123,8.622,287.2945,285.5679,56.3291,0.7553,4.49,4.25,0.0134,15.0,20.4,2033-Jul-08 05:44 ± 1_01:28,0.04595,0.03064,20.07,20.07,20.6,0.46,1.0,True
5616,1998 BB10,Apollo Asteroid (Hazard),57800.0,1.2719,0.4248,11.5348,259.1682,124.3333,156.267,0.7316,1.81,1.43,0.0229,28.0,20.3,2033-Jul-21 11:34 ± < 00:01,0.02296,0.02296,13.6,13.59,20.4,0.48,2.0,True
5617,2004 VC,Apollo Asteroid (Hazard),57800.0,1.1333,0.2588,39.1467,94.2021,194.1764,130.5654,0.84,1.43,1.21,0.0362,54.0,18.7,2033-Oct-07 10:46 ± < 00:01,0.04587,0.04587,21.8,21.8,18.6,1.164,2.0,True
5618,2015 DC200,Apollo Asteroid (Hazard),57800.0,1.7775,0.8657,3.0582,85.7114,224.1997,264.5715,0.2386,3.32,2.37,0.03,25.0,20.5,2034-Mar-20 04:31 ± < 00:01,0.04271,0.0427,32.58,32.58,20.5,0.47,1.0,True
5620,2005 YU3,Apollo Asteroid (Hazard),57800.0,2.5543,0.8414,3.0242,341.4415,2.5372,275.7273,0.4051,4.7,4.08,0.0428,19.0,19.8,2034-May-20 12:35 ±    00:11,0.04609,0.04603,27.16,27.16,19.8,0.65,1.0,True
5621,2002 HP11,Apollo Asteroid (Hazard),57800.0,2.0691,0.7649,5.1358,90.3384,9.3134,13.2943,0.4865,3.65,2.98,0.0163,15.0,20.4,2034-Sep-22 14:58 ±    00:01,0.01539,0.01538,23.76,23.75,20.5,0.47,2.0,True
5622,2010 ON101,Apollo Asteroid (Hazard),57800.0,1.6292,0.4089,9.3059,8.0699,251.604,70.5271,0.963,2.3,2.08,0.0446,37.0,20.2,2035-May-29 14:19 ±    00:11,0.04592,0.04592,8.62,8.61,20.2,0.257,1.0,True
5626,2011 EG17,Apollo Asteroid (Hazard),57800.0,1.3799,0.4187,20.1123,241.4867,170.1621,308.2602,0.8021,1.96,1.62,0.0432,25.0,20.6,2036-Sep-09 15:33 ±    00:01,0.04767,0.04766,14.84,14.84,20.6,0.45,1.0,True
5627,2003 CA,Apollo Asteroid (Hazard),57800.0,1.3792,0.7197,21.1553,234.7525,126.2312,281.9947,0.3866,2.37,1.62,0.0494,53.0,18.9,2037-Jan-18 22:49 ± < 00:01,0.04999,0.04999,25.47,25.46,19.0,0.95,1.0,True
5629,2002 QW47,Apollo Asteroid (Hazard),57800.0,1.9715,0.5181,4.2202,140.8643,116.3071,105.7744,0.95,2.99,2.77,0.004,18.0,20.5,2038-Jul-18 17:04 ±    00:04,0.01728,0.01727,10.31,10.29,20.5,0.47,2.0,True
5631,2004 LJ1,Apollo Asteroid (Hazard),57800.0,2.2649,0.5932,23.1175,139.9098,235.5988,228.832,0.9214,3.61,3.41,0.018,208.0,15.4,2038-Nov-16 13:44 ± < 00:01,0.01983,0.01983,17.17,17.16,15.5,4.394,4.0,True
5632,2008 DK5,Apollo Asteroid (Hazard),57800.0,1.5543,0.615,4.2727,80.7415,345.833,253.6686,0.5984,2.51,1.94,0.0089,32.0,21.3,2039-Feb-28 17:23 ± < 00:01,0.01145,0.01144,18.6,18.59,21.3,0.32,2.0,True
5633,2004 WK1,Apollo Asteroid (Hazard),57800.0,1.0844,0.73,34.4746,223.1246,51.8142,355.1605,0.2928,1.88,1.13,0.0429,11.0,21.0,2039-Nov-11 16:27 ± < 00:01,0.04103,0.04103,28.65,28.65,21.1,0.36,1.0,True
5636,2016 GD135,Apollo Asteroid (Hazard),57800.0,1.9704,0.5682,9.404,59.145,232.8509,71.5624,0.8508,3.09,2.77,0.0089,28.0,21.1,2041-May-15 23:16 ±    00:24,0.01204,0.01195,14.53,14.52,21.2,0.34,2.0,True
5637,2004 VB,Apollo Asteroid (Hazard),57800.0,1.4586,0.4089,10.8604,71.5029,52.4244,311.6109,0.8621,2.06,1.76,0.0436,53.0,20.8,2041-Nov-27 05:01 ± < 00:01,0.04705,0.04705,10.77,10.76,20.8,0.4,1.0,True
5638,1998 SC15,Apollo Asteroid (Hazard),57800.0,1.2729,0.4145,16.0822,277.4159,198.747,216.105,0.7453,1.8,1.44,0.0005,62.0,19.2,2042-Apr-07 04:33 ± < 00:01,0.03223,0.03223,13.46,13.46,19.3,0.35,2.0,True
5639,1998 VD35,Apollo Asteroid (Hazard),57800.0,1.5645,0.4765,6.9841,296.1609,227.374,62.7068,0.819,2.31,1.96,0.0033,29.0,20.4,2042-May-12 05:32 ±    00:05,0.0258,0.02576,13.01,13.0,20.5,0.47,2.0,True
5643,2010 FF10,Apollo Asteroid (Hazard),57800.0,2.3794,0.6317,5.0767,105.2498,166.2044,297.0901,0.8764,3.88,3.67,0.0378,18.0,21.7,2043-Aug-14 14:02 ± < 00:01,0.04261,0.04261,13.79,13.79,21.8,0.105,1.0,True
5648,2006 UO,Apollo Asteroid (Hazard),57800.0,2.8287,0.6652,2.2922,77.7891,25.9973,50.1819,0.9471,4.71,4.76,0.0311,18.0,21.0,2044-Dec-26 16:16 ±    00:07,0.04722,0.04722,9.24,9.23,21.2,0.34,1.0,True
5650,2005 FE3,Apollo Asteroid (Hazard),57800.0,2.1163,0.5318,13.1121,145.1442,90.5717,297.2608,0.9908,3.24,3.08,0.0308,21.0,19.3,2045-Jun-20 08:32 ±    00:07,0.04661,0.04659,11.89,11.88,19.3,0.82,1.0,True
5651,2013 XW3,Apollo Asteroid (Hazard),57800.0,1.7372,0.4805,4.6262,284.2881,70.5617,178.5253,0.9024,2.57,2.29,0.0412,16.0,20.6,2045-Nov-05 05:26 ±    01:17,0.04251,0.04237,10.93,10.93,21.1,0.35,1.0,True
5652,2000 LF3,Apollo Asteroid (Hazard),57800.0,2.5939,0.6543,14.6045,224.21,81.9273,354.4115,0.8967,4.29,4.18,0.0033,31.0,21.6,2046-Jun-13 22:19 ± 1_10:37,0.0069,0.00683,15.24,15.22,21.6,0.28,2.0,True
5655,2014 UR116,Apollo Asteroid (Hazard),57800.0,2.0702,0.7272,6.5743,286.8024,6.0015,295.845,0.5647,3.58,2.98,0.0289,24.0,19.7,2047-Apr-10 04:37 ± < 00:01,0.02963,0.02963,22.87,22.86,19.8,0.65,2.0,True
5658,2004 JA27,Apollo Asteroid (Hazard),57800.0,1.6661,0.4231,2.2582,270.1989,67.7836,285.7499,0.9611,2.37,2.15,0.0328,68.0,19.4,2047-Sep-23 03:11 ± < 00:01,0.04514,0.04514,7.07,7.06,19.5,0.75,1.0,True
5659,2007 VK184,Apollo Asteroid (Hazard),57800.0,1.7261,0.5697,1.221,73.5843,253.637,52.8131,0.7428,2.71,2.27,0.0005,23.0,22.0,2048-Jun-02 03:15 ±    00:16,0.013,0.01286,16.02,16.01,22.0,0.24,2.0,True
5662,2009 LW2,Apollo Asteroid (Hazard),57800.0,1.2057,0.2594,33.1494,41.0824,101.1262,37.0274,0.893,1.52,1.32,0.0409,21.0,19.7,2050-Jan-01 09:55 ± < 00:01,0.04186,0.04186,19.02,19.01,19.7,0.68,1.0,True
5665,2004 MX2,Apollo Asteroid (Hazard),57800.0,2.7679,0.718,18.0939,243.2993,116.5469,253.3796,0.7807,4.76,4.6,0.0008,24.0,19.3,2050-Jul-17 08:02 ± < 00:01,0.01656,0.01656,20.29,20.28,19.3,1.341,2.0,True
5667,2012 SW20,Apollo Asteroid (Hazard),57800.0,2.4598,0.6788,10.1708,62.257,209.6679,68.5836,0.79,4.13,3.86,0.0011,31.0,19.7,2051-Apr-29 07:12 ±    00:02,0.04743,0.04742,15.44,15.43,19.8,0.66,1.0,True
5668,2009 VA26,Apollo Asteroid (Hazard),57800.0,1.513,0.3837,38.9482,307.4605,230.7358,240.2191,0.9325,2.09,1.86,0.0338,18.0,20.7,2051-May-11 14:51 ± < 00:01,0.03605,0.03605,22.26,22.25,20.7,0.42,1.0,True
5669,2002 LX64,Apollo Asteroid (Hazard),52442.0,1.4047,0.5964,5.2028,230.6409,285.5497,41.9179,0.5669,2.24,1.66,0.0443,2.0,21.36,2051-Jun-08 07:17 ± < 00:01,0.04111,0.04111,17.39,17.38,21.2,0.34,1.0,True
5671,2002 SY50,Apollo Asteroid (Hazard),57800.0,1.7043,0.6894,8.7444,99.3997,34.2982,127.9626,0.5294,2.88,2.22,0.003,86.0,17.6,2051-Oct-28 08:38 ± < 00:01,0.02525,0.02525,22.28,22.28,17.6,1.4060000000000001,2.0,True
5672,2011 LC19,Apollo Asteroid (Hazard),57800.0,3.2035,0.7312,10.482,139.1112,219.4876,337.2974,0.861,5.55,5.73,0.015,72.0,18.9,2051-Nov-05 18:33 ±    00:03,0.02488,0.02487,15.72,15.72,18.9,0.99,2.0,True
5673,1998 QC1,Apollo Asteroid (Hazard),57800.0,1.9826,0.5911,9.6386,115.2557,308.5109,193.8485,0.8106,3.15,2.79,0.0171,56.0,19.7,2052-Jan-19 15:50 ± < 00:01,0.04686,0.04686,13.46,13.45,19.8,0.65,1.0,True
5676,2004 XN50,Apollo Asteroid (Hazard),57800.0,1.6815,0.7784,3.3135,253.3442,62.4689,229.6055,0.3727,2.99,2.18,0.0081,48.0,18.8,2052-Dec-03 14:53 ± < 00:01,0.01749,0.01749,27.19,27.19,18.9,0.99,2.0,True
5677,2002 JQ9,Apollo Asteroid (Hazard),57800.0,1.1566,0.3944,25.0,76.0662,51.9309,10.8641,0.7004,1.61,1.24,0.0488,28.0,19.2,2053-May-08 13:19 ± < 00:01,0.0478,0.0478,16.85,16.85,19.2,0.84,1.0,True
5678,2015 FQ117,Aten Asteroid (Hazard),57800.0,0.8607,0.6206,4.5602,63.0677,293.9255,321.9629,0.3266,1.39,0.8,0.0283,16.0,20.6,2054-Feb-04 22:17 ± < 00:01,0.04068,0.04067,19.58,19.58,20.6,0.45,1.0,True
5679,2013 LM31,Apollo Asteroid (Hazard),57800.0,2.2658,0.655,1.7496,251.1761,103.1773,4.263,0.7817,3.75,3.41,0.0032,28.0,20.2,2054-Jul-13 14:24 ±    18:31,0.00736,0.0041,15.69,15.67,20.3,0.52,3.0,True
5680,2008 OB9,Apollo Asteroid (Hazard),57800.0,3.2111,0.7572,13.5055,238.2193,202.9884,142.1144,0.7798,5.64,5.75,0.0075,86.0,17.7,2054-Oct-09 11:19 ± < 00:01,0.04849,0.04848,20.34,20.34,17.7,2.9219999999999997,2.0,True
5684,2017 BF3,Apollo Asteroid (Hazard),57778.0,2.0291,0.6117,6.6041,128.3706,245.2116,24.2966,0.7879,3.27,2.89,0.0193,5.0,20.88,2056-Dec-07 01:41 ±    00:01,0.02243,0.02242,15.45,15.44,20.8,0.41,2.0,True
5685,2005 XJ8,Apollo Asteroid (Hazard),57800.0,1.9305,0.6214,23.5793,67.3177,115.9737,28.8112,0.7309,3.13,2.68,0.0179,91.0,17.0,2057-Jan-16 23:23 ± < 00:01,0.0473,0.0473,19.79,19.78,17.1,1.014,2.0,True
5687,2002 JZ8,Apollo Asteroid (Hazard),57800.0,2.7414,0.6469,9.7976,338.7396,200.6544,99.2852,0.9679,4.51,4.54,0.0059,21.0,21.1,2057-Mar-25 08:41 ±    00:14,0.04832,0.04829,10.92,10.91,21.0,0.38,1.0,True
5688,2014 KT76,Apollo Asteroid (Hazard),57800.0,2.4878,0.6997,4.4261,298.3204,208.1195,272.0764,0.7471,4.23,3.92,0.0084,12.0,21.0,2057-Apr-23 08:27 ±    00:02,0.0309,0.03088,16.68,16.68,21.3,0.33,1.0,True
5690,2016 NQ32,Apollo Asteroid (Hazard),57800.0,1.5148,0.4179,3.5266,170.0214,212.4685,65.9557,0.8817,2.15,1.86,0.0381,20.0,21.1,2057-Dec-03 08:36 ±    00:30,0.03864,0.03864,9.56,9.55,21.2,0.34,1.0,True
5695,2012 YQ1,Apollo Asteroid (Hazard),57800.0,1.9961,0.5644,5.154,42.1076,120.1707,151.9942,0.8694,3.12,2.82,0.0076,16.0,21.0,2061-Jan-17 12:26 ± 1_04:50,0.01064,0.00554,11.9,11.88,21.0,0.38,2.0,True
5697,2003 QH5,Apollo Asteroid (Hazard),57800.0,1.2602,0.2204,17.6128,321.1567,299.2621,236.2909,0.9824,1.54,1.41,0.0074,39.0,20.2,2061-Jul-18 13:19 ± < 00:01,0.04202,0.04202,10.07,10.07,20.3,0.625,1.0,True
5698,2016 FC15,Apollo Asteroid (Hazard),57800.0,1.5003,0.3947,5.4758,206.7032,249.2069,213.822,0.9081,2.09,1.84,0.0261,10.0,21.2,2061-Nov-22 12:50 ±    00:24,0.03362,0.03359,7.81,7.8,21.2,0.34,1.0,True
5699,2009 TK12,Apollo Asteroid (Hazard),57800.0,1.6956,0.5847,3.8384,245.3324,245.7194,79.649,0.7042,2.69,2.21,0.0135,35.0,20.6,2062-Nov-20 18:50 ± < 00:01,0.04756,0.04755,14.55,14.55,20.6,0.45,1.0,True
5700,2016 XM,Apollo Asteroid (Hazard),57800.0,1.8716,0.4889,14.5582,140.5758,22.3517,358.0384,0.9566,2.79,2.56,0.0243,9.0,19.9,2063-Apr-13 01:24 ± < 00:01,0.04128,0.04128,12.4,12.39,20.1,0.58,1.0,True
5701,2015 NU2,Apollo Asteroid (Hazard),57800.0,1.1387,0.6482,8.1353,279.828,243.7696,166.8563,0.4006,1.88,1.22,0.0497,12.0,20.9,2063-Nov-06 05:56 ± < 00:01,0.04969,0.04969,21.44,21.43,20.9,0.39,1.0,True
5703,2009 XT6,Apollo Asteroid (Hazard),57800.0,2.1789,0.7682,5.7408,81.8098,265.1219,98.5488,0.5051,3.85,3.22,0.0022,22.0,20.2,2064-May-29 16:26 ± < 00:01,0.02195,0.02195,24.45,24.44,20.4,0.5,2.0,True
5705,2003 WG,Apollo Asteroid (Hazard),57800.0,2.4379,0.7839,27.1486,261.9164,46.7387,184.9642,0.5267,4.35,3.81,0.0302,22.0,19.1,2064-Nov-03 10:53 ± < 00:01,0.0374,0.03739,27.14,27.14,19.1,0.9,2.0,True
5706,2009 FY4,Apollo Asteroid (Hazard),57800.0,1.0126,0.3274,20.9823,244.6261,162.6418,19.5895,0.6811,1.34,1.02,0.0434,35.0,21.0,2065-Feb-27 03:49 ± < 00:01,0.04414,0.04414,14.37,14.37,21.0,0.14200000000000002,1.0,True
5707,2005 WY55,Apollo Asteroid (Hazard),57800.0,2.4885,0.7206,7.2744,286.1975,248.1838,289.0726,0.6952,4.28,3.93,0.0038,31.0,20.7,2065-May-28 01:12 ±    00:03,0.00222,0.0022,18.6,18.54,20.7,0.43,4.0,True
5708,1991 EE,Apollo Asteroid (Hazard),57800.0,2.2423,0.6259,9.8266,116.1562,168.165,212.8118,0.8389,3.65,3.36,0.0227,79.0,17.4,2065-Sep-06 12:49 ± < 00:01,0.03048,0.03048,16.34,16.33,17.1,1.0,2.0,True
5709,2008 SH82,Apollo Asteroid (Hazard),57800.0,2.4437,0.5908,4.5657,157.4293,269.0742,53.2157,0.9999,3.89,3.82,0.0273,53.0,21.4,2065-Nov-15 02:27 ±    09:55,0.04844,0.04802,8.73,8.72,21.4,0.31,1.0,True
5710,2011 WN15,Apollo Asteroid (Hazard),57800.0,1.2165,0.8578,33.4531,218.5325,75.5819,353.1409,0.173,2.26,1.34,0.0025,38.0,19.7,2066-Dec-06 18:38 ±    00:02,0.04802,0.04799,32.36,32.36,19.6,0.71,1.0,True
5711,2008 HH,Apollo Asteroid (Hazard),57800.0,1.3661,0.3556,16.3216,116.0016,196.6816,133.6475,0.8803,1.85,1.6,0.0241,15.0,21.9,2067-Oct-09 08:16 ±    00:04,0.03894,0.03891,13.41,13.41,21.9,0.25,1.0,True
5712,2003 BH,Apollo Asteroid (Hazard),57800.0,1.4564,0.356,13.11,313.3148,119.81,28.5752,0.9379,1.97,1.76,0.0289,43.0,20.6,2068-Jan-19 13:10 ± < 00:01,0.04766,0.04766,10.83,10.83,20.8,0.221,1.0,True
5715,2012 XY6,Amor Asteroid (Hazard),57800.0,2.0081,0.4913,7.7897,173.3001,348.4017,134.3451,1.0215,2.99,2.85,0.0306,50.0,19.1,2070-Mar-12 19:13 ±    00:04,0.03638,0.03637,7.56,7.55,19.1,0.9,2.0,True
5716,2016 LN1,Apollo Asteroid (Hazard),57800.0,2.249,0.5623,6.3273,25.3076,320.9781,55.0601,0.9844,3.51,3.37,0.0045,21.0,19.8,2070-Aug-07 18:00 ±    00:14,0.04433,0.04427,10.38,10.37,19.9,0.62,1.0,True
5717,2003 RB,Apollo Asteroid (Hazard),57800.0,1.7886,0.439,6.7254,43.9567,317.2098,212.8793,1.0035,2.57,2.39,0.0452,170.0,18.7,2070-Aug-25 20:45 ± < 00:01,0.04672,0.04672,7.93,7.92,18.8,0.389,1.0,True
5718,2017 BL3,Apollo Asteroid (Hazard),57800.0,1.6147,0.6922,12.2759,254.1296,350.1977,336.7017,0.497,2.73,2.05,0.0079,16.0,20.41,2070-Sep-12 03:52 ± < 00:01,0.01142,0.0114,23.53,23.52,20.4,0.49,2.0,True
5721,2014 ER49,Apollo Asteroid (Hazard),57800.0,2.8225,0.6427,13.6791,160.0753,100.2725,200.5863,1.0086,4.64,4.74,0.0145,61.0,18.6,2071-Jun-26 04:01 ±    00:01,0.03197,0.03196,11.9,11.9,18.5,0.607,2.0,True
5724,2009 EO2,Apollo Asteroid (Hazard),57800.0,1.7111,0.4807,11.4924,220.4778,264.7611,210.6421,0.8887,2.53,2.24,0.0132,14.0,19.6,2073-Dec-09 21:59 ± < 00:01,0.03891,0.03891,12.57,12.56,19.8,0.66,1.0,True
5725,2011 TK,Apollo Asteroid (Hazard),57800.0,2.4614,0.6466,7.7779,122.1791,328.4127,123.9626,0.8699,4.05,3.86,0.0263,19.0,21.5,2074-Jan-31 08:33 ±    00:01,0.04105,0.04105,12.23,12.22,21.5,0.3,1.0,True
5727,2011 EO40,Apollo Asteroid (Hazard),57800.0,1.6543,0.5403,3.3629,17.0602,50.2956,323.2226,0.7605,2.55,2.13,0.048,7.0,21.5,2074-Sep-19 23:06 ± 5_16:46,0.04716,0.04715,13.9,13.89,21.5,0.3,1.0,True
5730,2001 VB76,Apollo Asteroid (Hazard),57800.0,1.4588,0.3483,4.2379,248.4096,259.4823,181.0212,0.9506,1.97,1.76,0.0426,21.0,20.3,2076-Jan-13 21:51 ± < 00:01,0.04325,0.04325,6.72,6.71,20.5,0.46,1.0,True
5738,2014 WE365,Apollo Asteroid (Hazard),57800.0,1.2305,0.5004,7.2368,67.3229,130.9954,140.0425,0.6148,1.85,1.37,0.0263,9.0,21.0,2079-Jul-24 10:42 ±    00:07,0.03522,0.03514,16.53,16.52,21.0,0.38,1.0,True
5743,2006 WT1,Apollo Asteroid (Hazard),57800.0,2.4699,0.6015,13.6951,170.5989,244.8778,228.0763,0.9843,3.96,3.88,0.0031,24.0,20.0,2080-Nov-28 05:21 ±    00:04,0.04557,0.04555,10.91,10.91,20.0,0.59,1.0,True
5744,2015 LK24,Amor Asteroid (Hazard),57800.0,2.6707,0.6175,14.4221,202.486,94.888,131.6931,1.0215,4.32,4.36,0.0312,19.0,21.6,2081-Jun-26 23:22 ± 1_05:09,0.04682,0.04345,12.05,12.05,21.6,0.404,1.0,True
5745,2012 YO1,Apollo Asteroid (Hazard),57800.0,1.8247,0.4907,17.4622,312.6492,85.8617,261.4491,0.9292,2.72,2.46,0.0418,18.0,21.3,2081-Dec-13 13:41 ± < 00:01,0.04112,0.04112,13.78,13.78,21.3,0.33,1.0,True
5746,2017 BQ93,Apollo Asteroid (Hazard),57800.0,1.5701,0.4224,38.6494,229.164,284.015,346.9656,0.907,2.23,1.97,0.0259,2.0,20.12,2082-Jan-04 20:06 ± < 00:01,0.02731,0.02731,23.07,23.06,20.5,0.47,1.0,True
5747,2012 XS111,Aten Asteroid (Hazard),57800.0,0.7735,0.4995,7.6115,191.9455,62.2395,247.9694,0.3871,1.16,0.68,0.0479,24.0,22.0,2082-Nov-04 13:40 ±    00:55,0.04844,0.04766,14.04,14.03,22.0,0.24,1.0,True
5749,2005 EJ225,Apollo Asteroid (Hazard),57800.0,1.7066,0.5729,8.8586,290.5306,342.1456,73.1164,0.7289,2.68,2.23,0.0164,56.0,19.0,2083-Sep-13 07:59 ± < 00:01,0.03188,0.03187,17.4,17.39,19.0,0.94,2.0,True
5750,2011 OA,Amor Asteroid (Hazard),57800.0,2.16,0.5193,9.1483,28.083,280.9197,270.7501,1.0383,3.28,3.17,0.0493,24.0,21.2,2084-Jul-12 06:08 ±    00:17,0.04574,0.04574,8.95,8.94,21.2,0.34,1.0,True
5752,2016 CW193,Apollo Asteroid (Hazard),57800.0,2.4844,0.6673,6.5185,234.9354,185.213,108.9419,0.8265,4.14,3.92,0.0014,12.0,21.7,2085-Sep-22 00:26 ±    00:02,0.01151,0.0115,16.14,16.12,21.6,0.28,2.0,True
5755,1989 UQ,Aten Asteroid (Hazard),57800.0,0.9151,0.2647,1.2997,14.9062,178.2356,282.0929,0.6728,1.16,0.88,0.0141,77.0,19.4,2087-Dec-02 08:29 ±    00:01,0.02394,0.0239,7.04,7.02,19.6,0.928,2.0,True
5756,1999 MM,Apollo Asteroid (Hazard),57800.0,1.6246,0.6109,4.7637,268.684,111.0375,159.5884,0.6321,2.62,2.07,0.0016,56.0,19.3,2088-Jul-14 01:59 ± < 00:01,0.02446,0.02445,17.46,17.46,19.5,0.76,2.0,True
5757,2007 DY40,Apollo Asteroid (Hazard),57800.0,1.7183,0.5924,5.8888,114.9508,160.2485,110.2083,0.7003,2.74,2.25,0.0248,23.0,21.1,2088-Sep-19 02:12 ± < 00:01,0.04041,0.04041,18.09,18.09,21.1,0.36,1.0,True
5758,2012 TV78,Apollo Asteroid (Hazard),57800.0,1.8154,0.5493,7.4797,244.5972,252.047,220.9552,0.8183,2.81,2.45,0.0131,33.0,19.4,2088-Dec-08 03:21 ± < 00:01,0.02567,0.02567,14.04,14.03,19.5,0.76,2.0,True
5761,2015 TV144,Apollo Asteroid (Hazard),57800.0,2.421,0.6546,13.0331,54.8375,92.7632,103.9101,0.8363,4.01,3.77,0.0111,28.0,19.6,2090-Dec-28 12:38 ±    01:59,0.03529,0.0347,15.24,15.24,19.6,0.71,1.0,True
5762,2014 QC3,Apollo Asteroid (Hazard),57800.0,1.2608,0.373,37.6201,64.6092,146.3747,330.4771,0.7905,1.73,1.42,0.0468,14.0,20.6,2092-Feb-14 17:58 ±    00:01,0.04725,0.04724,22.73,22.72,20.6,0.45,1.0,True
5763,2014 NG65,Apollo Asteroid (Hazard),57800.0,1.3634,0.3856,8.3464,305.2038,97.3922,158.3261,0.8377,1.89,1.59,0.016,5.0,21.8,2092-Dec-30 11:12 ±    00:02,0.04399,0.04398,9.64,9.64,21.7,0.27,1.0,True
5764,2009 SQ104,Apollo Asteroid (Hazard),57800.0,1.2848,0.2796,4.0183,95.626,56.5511,257.2118,0.9255,1.64,1.46,0.0382,55.0,21.0,2093-Apr-19 15:58 ± < 00:01,0.0422,0.0422,7.01,7.0,21.1,0.35,1.0,True
5765,2016 NO16,Amor Asteroid (Hazard),57800.0,2.4585,0.5739,26.9923,182.356,151.4168,35.5966,1.0476,3.87,3.85,0.0379,9.0,19.5,2093-Aug-24 17:46 ±    00:02,0.03819,0.03819,16.81,16.81,19.6,0.71,1.0,True
5767,2012 XF133,Apollo Asteroid (Hazard),57800.0,1.5131,0.4129,8.0245,71.5582,285.9507,131.4801,0.8884,2.14,1.86,0.0365,9.0,22.0,2094-Jul-21 19:42 ±    03:25,0.03994,0.03948,10.84,10.84,22.2,0.22,1.0,True
5769,2008 ER7,Apollo Asteroid (Hazard),57800.0,1.4866,0.624,2.2388,80.7605,323.651,35.3371,0.5589,2.41,1.81,0.0013,28.0,20.0,2095-Feb-09 20:13 ±    00:03,0.03772,0.03768,18.01,18.01,20.2,0.55,1.0,True
5770,2004 KB,Apollo Asteroid (Hazard),57800.0,1.1861,0.2879,20.67,243.3006,230.9557,36.1939,0.8447,1.53,1.29,0.0218,12.0,21.1,2095-Nov-10 06:10 ± < 00:01,0.03965,0.03964,13.89,13.88,21.1,0.36,1.0,True
5771,1996 RG3,Apollo Asteroid (Hazard),57800.0,2.0002,0.6046,3.5712,300.0885,158.2323,42.0565,0.791,3.21,2.83,0.0026,50.0,18.4,2096-Feb-29 16:59 ±    00:02,0.00625,0.00624,14.15,14.12,18.5,1.319,3.0,True
