,Object Name,Object Classification,Epoch (TDB),Orbit Axis (AU),Orbit Eccentricity,Orbit Inclination (deg),Perihelion Argument (deg),Node Longitude (deg),Mean Anomoly (deg),Perihelion Distance (AU),Aphelion Distance (AU),Orbital Period (yr),Minimum Orbit Intersection Distance (AU),Orbital Reference,Asteroid Magnitude
5269,(2015 MO89),Apollo Asteroid,57800,2.1199,0.5208,7.7165,213.1864,86.0957,183.9409,1.0158,3.22,3.09,0.0372,7,23.6
5270,(2015 MX103),Apollo Asteroid,57800,1.5697,0.3521,7.3839,344.38,265.6145,311.7329,1.0169,2.12,1.97,0.0102,4,24.4
5273,(2015 MJ130),Amor Asteroid,57800,2.2463,0.4468,7.2697,184.2875,125.639,165.6927,1.2427,3.25,3.37,0.2287,14,22.6
5275,(2015 MC131),Apollo Asteroid,57196,1.5291,0.4059,1.0781,256.778,87.2403,328.2059,0.9085,2.15,1.89,0.0084,2,24.8
5276,(2015 NR2),Amor Asteroid,57211,2.0887,0.506,4.5569,22.4306,272.3232,357.21,1.0317,3.15,3.02,0.0268,2,26.3
5277,(2015 NT2),Amor Asteroid,57800,2.2453,0.4945,5.199,171.0889,129.0785,166.6311,1.1349,3.36,3.36,0.1206,6,23.9
5278,(2015 ND3),Apollo Asteroid,57800,1.8012,0.4536,4.8093,330.8732,275.7363,253.2532,0.9842,2.62,2.42,0.0042,11,26.0
5279,(2015 NY9),Amor Asteroid,57800,1.904,0.3855,5.2162,341.5021,285.0245,226.2416,1.17,2.64,2.63,0.1569,3,23.4
5280,(2015 NG13),Aten Asteroid,57800,0.8562,0.2251,5.3255,202.5671,272.3312,174.9547,0.6635,1.05,0.79,0.0065,4,24.9
5281,(2015 NV13),Amor Asteroid,57800,2.2109,0.5089,8.8276,193.3362,132.7849,165.3406,1.0857,3.34,3.29,0.078,15,23.7
5282,(2015 NZ22),Apollo Asteroid,57217,1.3609,0.5662,6.4332,162.6898,242.5156,306.4053,0.5904,2.13,1.59,0.102,2,22.6
5284,(2015 OM21),Amor Asteroid,57800,2.2966,0.5254,5.0752,16.6813,288.1722,162.0409,1.0899,3.5,3.48,0.0784,21,22.5
5285,(2015 OR21),Amor Asteroid,57800,1.9743,0.3684,0.4669,306.8055,343.7918,208.7925,1.247,2.7,2.77,0.2312,6,23.5
5286,(2015 OJ22),Amor Asteroid,57800,2.0945,0.44,7.1414,222.4141,101.5184,180.1143,1.1729,3.02,3.03,0.1803,8,22.6
5288,(2015 OA26),Apollo Asteroid,57800,1.8536,0.516,1.8814,312.5928,294.6603,240.3048,0.8972,2.81,2.52,0.0008,9,24.2
5289,(2015 OB26),Amor Asteroid,57800,2.1417,0.4826,8.4724,348.4951,301.4166,184.8491,1.1081,3.18,3.13,0.0955,8,24.0
5291,(2015 OO35),Apollo Asteroid,57800,1.3969,0.3427,4.9448,290.9098,310.9006,13.4345,0.9182,1.88,1.65,0.0251,5,24.5
5292,(2015 OB79),Amor Asteroid,57800,1.5865,0.2398,3.5918,318.4797,4.3689,271.3756,1.2061,1.97,2.0,0.1996,10,23.0
5294,(2015 OS79),Amor Asteroid,57234,1.4287,0.2398,1.1751,249.5061,43.4604,9.7941,1.0861,1.77,1.71,0.0725,4,25.6
5296,(2015 PQ),Amor Asteroid,57800,2.2055,0.4907,6.1433,5.5053,330.5339,162.0257,1.1233,3.29,3.28,0.1143,32,22.7
5300,(2015 PQ56),Amor Asteroid,57800,2.1164,0.485,6.5087,353.2473,324.2968,178.9537,1.09,3.14,3.08,0.0784,20,22.6
5302,(2015 PS56),Apollo Asteroid,57246,1.2322,0.5199,6.5555,70.656,134.5617,50.9067,0.5916,1.87,1.37,0.0132,4,24.0
5304,(2015 PV56),Amor Asteroid,57800,2.1064,0.4204,0.3259,83.3633,232.4636,178.9366,1.2208,2.99,3.06,0.2077,8,23.2
5305,(2015 PW56),Amor Asteroid,57800,2.3224,0.4687,9.248,179.2087,134.3358,154.9351,1.2339,3.41,3.54,0.2204,6,23.2
5306,(2015 PZ56),Amor Asteroid,57800,2.6231,0.5854,2.0914,191.6686,121.6608,129.7298,1.0875,4.16,4.25,0.0742,8,25.0
5307,(2015 PA57),Apollo Asteroid,57800,1.1893,0.3587,2.0579,305.0506,279.5658,115.9022,0.7627,1.62,1.3,0.0189,14,24.5
5310,(2015 PP227),Amor Asteroid,57246,2.1205,0.4734,9.3453,172.2074,129.641,5.9045,1.1167,3.12,3.09,0.1027,3,24.1
5311,(2015 PS227),Apollo Asteroid,57800,1.7227,0.419,6.7228,213.1399,158.3763,220.9849,1.0008,2.44,2.26,0.0283,10,24.4
5312,(2015 PT227),Apollo Asteroid,57800,2.3974,0.59,1.4187,334.1657,28.681,136.8275,0.983,3.81,3.71,0.0042,5,23.9
5313,(2015 PU227),Apollo Asteroid,57800,1.3372,0.3241,3.8376,298.9249,317.4085,26.1169,0.9039,1.77,1.55,0.0057,9,26.7
5314,(2015 PV227),Amor Asteroid,57800,2.1752,0.4632,8.0877,183.4057,132.952,170.4454,1.1677,3.18,3.21,0.1547,9,23.6
5315,(2015 PW227),Apollo Asteroid,57247,1.8206,0.4706,7.5321,237.8057,134.4802,342.3173,0.9639,2.68,2.46,0.0511,3,25.6
5316,(2015 PD228),Amor Asteroid,57800,2.359,0.4547,1.9981,325.9945,346.7469,151.9113,1.2864,3.43,3.62,0.2736,5,22.7
5317,(2015 PL229),Amor Asteroid,57800,1.4908,0.2815,1.6769,344.0858,331.1566,302.1201,1.0711,1.91,1.82,0.0585,9,26.8
5318,(2015 PL307),Apollo Asteroid,57248,1.604,0.4853,5.1963,117.0219,128.8793,28.1343,0.8256,2.38,2.03,0.0025,2,25.7
5319,(2015 PE312),Apollo Asteroid,57245,1.718,0.5516,7.4915,260.762,137.3386,335.4833,0.7703,2.67,2.25,0.0219,4,23.35
5320,(2015 QA),Amor Asteroid,57800,2.3547,0.5281,2.2745,13.0119,320.0245,146.4763,1.1113,3.6,3.61,0.1017,26,22.9
5321,(2015 QB),Amor Asteroid,57800,1.7533,0.4024,1.2274,152.6821,152.0015,241.0804,1.0477,2.46,2.32,0.0345,12,24.2
5325,(2015 QK),Amor Asteroid,57800,2.4708,0.586,5.5924,6.0195,325.1139,137.6613,1.0229,3.92,3.88,0.0133,8,26.3
5330,(2015 QS8),Amor Asteroid,57800,2.0789,0.5077,6.7682,175.8601,151.6624,179.1704,1.0236,3.13,3.0,0.014,5,27.0
5332,(2015 QU8),Amor Asteroid,57800,2.1108,0.4448,5.4547,192.6634,140.7594,173.7345,1.172,3.05,3.07,0.1632,6,24.2
5333,(2015 QW8),Apollo Asteroid,57800,2.3286,0.5891,5.8911,311.8166,317.8373,166.0328,0.9569,3.7,3.55,0.0263,8,23.3
5334,(2015 QX8),Apollo Asteroid,57259,1.5377,0.4084,6.9726,241.6402,155.2974,332.4693,0.9098,2.17,1.91,0.0257,8,24.4
5335,(2015 QA9),Amor Asteroid,57800,2.4315,0.5715,3.9291,157.9525,164.8431,142.7904,1.0419,3.82,3.79,0.0385,8,25.2
5336,(2015 QB9),Apollo Asteroid,57800,1.7085,0.5933,7.1715,88.4107,156.9702,263.4364,0.6949,2.72,2.23,0.0203,8,24.0
5340,(2015 RD),Amor Asteroid,57800,2.0664,0.5065,6.386,334.1,343.3345,183.0289,1.0198,3.11,2.97,0.0307,9,25.9
5341,(2015 RT1),Aten Asteroid,57800,0.9562,0.256,1.7497,48.4923,165.7323,300.7844,0.7114,1.2,0.94,0.0078,11,25.4
5343,(2015 RB2),Apollo Asteroid,57800,2.1369,0.5551,5.6031,121.1351,158.2979,182.2653,0.9507,3.32,3.12,0.0387,7,22.7
5344,(2015 RC2),Amor Asteroid,57800,2.1294,0.4599,7.6797,162.2099,160.2069,173.4283,1.1501,3.11,3.11,0.144,10,22.9
5346,(2015 RG2),Amor Asteroid,57800,2.4806,0.5882,4.5075,11.1612,341.5631,131.3719,1.0214,3.94,3.91,0.0187,4,26.7
5347,(2015 RL2),Amor Asteroid,57800,1.8209,0.3362,8.9017,175.1065,160.8815,214.6995,1.2087,2.43,2.46,0.2004,6,23.6
5348,(2015 RP2),Amor Asteroid,57800,2.1032,0.4871,6.9043,168.6414,157.6591,175.1796,1.0788,3.13,3.05,0.0712,7,24.4
5349,(2015 RQ2),Amor Asteroid,57800,2.444,0.5308,2.5236,321.4094,8.1649,139.1031,1.1467,3.74,3.82,0.1395,5,23.9
5351,(2015 RV2),Amor Asteroid,57800,2.6531,0.5914,3.4003,337.8442,343.5494,124.6766,1.0839,4.22,4.32,0.0755,8,24.2
5352,(2015 RW2),Apollo Asteroid,57278,1.7734,0.4313,1.2613,157.3303,168.6834,8.9598,1.0086,2.54,2.36,0.0057,5,27.4
5355,(2015 RL35),Amor Asteroid,57800,1.5624,0.3108,1.8308,354.9563,349.8665,265.6576,1.0767,2.05,1.95,0.0698,13,26.3
5356,(2015 RN35),Apollo Asteroid,57800,1.4592,0.3419,0.2598,207.2743,209.4623,262.2428,0.9603,1.96,1.76,0.0002,23,23.1
5357,(2015 RO35),Amor Asteroid,57276,2.2316,0.5403,1.1999,354.2472,343.4488,3.2736,1.0259,3.44,3.33,0.0164,6,25.7
5358,(2015 RQ35),Amor Asteroid,57800,1.5949,0.3191,7.0543,155.7939,166.6559,270.4054,1.086,2.1,2.01,0.0862,8,24.3
5359,(2015 RS35),Amor Asteroid,57800,2.1554,0.4122,8.1785,162.688,169.3596,169.5843,1.267,3.04,3.16,0.2613,7,22.8
5361,(2015 RX35),Apollo Asteroid,57279,1.5035,0.355,2.9809,143.1796,164.5103,21.0285,0.9698,2.04,1.84,0.0045,6,26.6
5362,(2015 RY35),Amor Asteroid,57277,2.204,0.4812,8.637,158.5564,169.3986,6.7607,1.1435,3.26,3.27,0.1419,5,24.7
5363,(2015 RB36),Amor Asteroid,57277,2.1748,0.4781,4.9902,151.4993,170.8837,8.3825,1.135,3.21,3.21,0.1296,5,25.1
5364,(2015 RC36),Amor Asteroid,57276,2.1504,0.4893,8.5419,323.3853,347.5705,11.5067,1.0982,3.2,3.15,0.1141,3,25.1
5367,(2015 RH36),Amor Asteroid,57800,2.3589,0.5317,7.4728,184.3941,168.8908,141.9335,1.1047,3.61,3.62,0.1001,20,23.6
5369,(2015 RQ36),Apollo Asteroid,57800,1.6023,0.3905,3.0593,312.9159,355.8811,271.6569,0.9767,2.23,2.03,0.0171,18,24.5
5370,(2015 RU36),Apollo Asteroid,57278,1.6381,0.486,4.0318,75.6338,350.0103,332.6935,0.8421,2.43,2.1,0.0196,4,25.5
5372,(2015 RW36),Amor Asteroid,57800,1.5993,0.2917,9.8425,27.9372,353.9264,237.5141,1.1327,2.07,2.02,0.1467,15,24.4
5373,(2015 RZ36),Amor Asteroid,57279,2.1213,0.5002,0.4527,359.7713,329.7083,6.0954,1.0602,3.18,3.09,0.0485,9,26.1
5375,(2015 RC37),Amor Asteroid,57800,2.1334,0.4565,5.7397,152.9287,171.6582,174.0615,1.1594,3.11,3.12,0.1555,9,24.8
5376,(2015 RJ37),Apollo Asteroid,57800,1.5257,0.3992,2.141,210.1072,85.5137,300.4379,0.9167,2.13,1.88,0.0116,10,24.0
5379,(2015 RO82),Apollo Asteroid,57800,1.7698,0.463,0.4059,146.1649,127.5112,250.3759,0.9505,2.59,2.35,0.0004,11,23.4
5380,(2015 RS82),Amor Asteroid,57800,2.2136,0.4218,9.0129,160.6508,167.2163,164.7517,1.2798,3.15,3.29,0.2749,5,23.3
5381,(2015 RT82),Apollo Asteroid,57800,1.2368,0.2138,3.9656,134.3141,165.2173,46.9164,0.9724,1.5,1.38,0.009,10,25.7
5382,(2015 RW82),Amor Asteroid,57800,2.1779,0.4583,8.7608,26.1538,5.6548,147.6597,1.1797,3.18,3.21,0.1946,11,23.3
5384,(2015 RY82),Apollo Asteroid,57800,2.1932,0.5441,6.7897,330.1054,346.9492,167.0664,0.9998,3.39,3.25,0.0241,3,26.6
5385,(2015 RF83),Amor Asteroid,57280,2.1082,0.4564,7.0265,167.1519,171.5317,4.9418,1.1459,3.07,3.06,0.1396,7,24.9
5386,(2015 RG83),Amor Asteroid,57800,2.2333,0.4852,0.5141,325.6489,36.0608,151.4283,1.1497,3.32,3.34,0.1475,10,25.1
5387,(2015 RH83),Amor Asteroid,57800,2.3239,0.5344,5.263,329.7379,353.3582,153.1128,1.082,3.57,3.54,0.0835,5,24.8
5388,(2015 RK83),Amor Asteroid,57800,1.48,0.2402,6.809,219.2018,164.282,265.8289,1.1246,1.84,1.8,0.1417,5,24.9
5389,(2015 RL83),Amor Asteroid,57800,2.3946,0.5501,4.2845,302.6382,67.909,135.1591,1.0774,3.71,3.71,0.1013,15,23.0
5390,(2015 RO83),Apollo Asteroid,57800,1.5068,0.3319,5.8403,161.3488,166.0347,288.8449,1.0067,2.01,1.85,0.0104,7,25.0
5392,(2015 RX83),Amor Asteroid,57800,2.1148,0.4146,1.8508,209.1482,128.7381,174.6373,1.2379,2.99,3.08,0.2298,9,22.9
5393,(2015 RY83),Amor Asteroid,57800,2.1571,0.4969,7.7826,183.4089,163.3591,163.4084,1.0853,3.23,3.17,0.0789,9,24.2
5399,(2015 SE),Apollo Asteroid,57800,1.1839,0.3336,6.415,264.1233,175.8833,347.2251,0.789,1.58,1.29,0.0048,6,26.4
5401,(2015 SG),Apollo Asteroid,57800,2.2884,0.5616,0.499,354.1866,339.7128,152.2228,1.0032,3.57,3.46,0.0004,15,26.4
5402,(2015 SR),Apollo Asteroid,57800,1.9157,0.5625,3.4551,71.8471,350.3457,172.3211,0.838,2.99,2.65,0.0155,6,24.5
5403,(2015 ST),Apollo Asteroid,57287,1.6922,0.4599,7.84,303.132,355.7612,22.4442,0.9139,2.47,2.2,0.0249,6,26.2
5405,(2015 SY),Aten Asteroid,57800,0.9187,0.4867,3.1633,43.332,182.7955,295.4807,0.4716,1.37,0.88,0.008,15,23.3
5406,(2015 SZ),Apollo Asteroid,57800,1.8359,0.4464,7.2981,203.5786,194.7834,188.8132,1.0163,2.66,2.49,0.0367,20,23.5
5409,(2015 SS2),Amor Asteroid,57800,1.372,0.2329,8.1492,182.8704,179.3942,312.8257,1.0524,1.69,1.61,0.05,7,25.8
5410,(2015 SZ2),Apollo Asteroid,57800,1.201,0.2415,4.2937,240.4147,184.112,341.2362,0.9109,1.49,1.32,0.0037,20,25.4
5413,(2015 SW6),Apollo Asteroid,57800,2.0786,0.5369,8.4093,320.4056,356.3018,180.0644,0.9627,3.19,3.0,0.0224,12,24.6
5414,(2015 SJ7),Aten Asteroid,57290,0.7339,0.4533,3.3478,185.0107,6.1756,157.6797,0.4013,1.07,0.63,0.0168,6,25.5
5417,(2015 SC17),Apollo Asteroid,57800,1.3251,0.3768,4.7475,319.1787,147.5394,272.7331,0.8259,1.82,1.53,0.0358,10,22.9
5418,(2015 SJ17),Apollo Asteroid,57294,1.753,0.4273,1.6331,205.2335,186.4437,350.4226,1.004,2.5,2.32,0.0134,2,27.5
5421,(2015 TD),Amor Asteroid,57800,2.0087,0.4777,7.9944,345.5298,0.1753,181.4845,1.0491,2.97,2.85,0.0507,5,24.6
5424,(2015 TH),Amor Asteroid,57301,2.043,0.4976,8.9335,32.4885,7.4153,351.9839,1.0264,3.06,2.92,0.0603,5,25.4
5426,(2015 TL),Amor Asteroid,57800,1.7021,0.3734,7.6776,200.4735,196.3422,211.1016,1.0665,2.34,2.22,0.08,12,25.4
5429,(2015 TJ1),Apollo Asteroid,57800,1.2291,0.2212,2.2223,193.7442,284.8324,279.5957,0.9572,1.5,1.36,0.0107,58,22.6
5430,(2015 TL20),Apollo Asteroid,57800,2.0417,0.5342,5.4949,249.077,174.1383,153.0807,0.951,3.13,2.92,0.0577,8,23.9
5431,(2015 TJ21),Apollo Asteroid,57800,1.2052,0.4197,2.8473,31.5734,226.3102,78.0143,0.6994,1.71,1.32,0.0417,3,24.2
5432,(2015 TK21),Apollo Asteroid,57800,1.2077,0.3768,1.4582,110.1647,352.2043,322.4611,0.7526,1.66,1.33,0.0063,8,26.4
5435,(2015 TN21),Apollo Asteroid,57800,1.3456,0.4623,2.2266,86.3876,13.6382,277.8353,0.7236,1.97,1.56,0.0027,5,27.2
5438,(2015 TC24),Apollo Asteroid,57800,1.5787,0.5489,3.8388,113.1078,172.5187,275.6731,0.7121,2.45,1.98,0.0143,4,24.6
5440,(2015 TG24),Aten Asteroid,57800,0.7465,0.4433,3.9871,151.1411,22.1607,267.6601,0.4156,1.08,0.65,0.0033,6,26.7
5445,(2015 TM143),Apollo Asteroid,57800,1.1372,0.2559,7.745,269.7547,209.0986,328.6968,0.8462,1.43,1.21,0.0289,17,23.6
5446,(2015 TY143),Amor Asteroid,57800,2.065,0.4208,6.3476,43.3411,6.0257,149.7956,1.1961,2.93,2.97,0.2198,11,23.5
5450,(2015 TG144),Apollo Asteroid,57800,1.1786,0.2616,6.0942,259.2946,194.6975,332.5906,0.8703,1.49,1.28,0.0208,3,25.6
5451,(2015 TH144),Apollo Asteroid,57312,2.0185,0.5131,4.3324,278.8491,53.7238,15.6561,0.9828,3.05,2.87,0.0642,6,24.6
5452,(2015 TZ144),Amor Asteroid,57800,2.4047,0.522,7.8807,332.8488,20.0785,138.2222,1.1493,3.66,3.73,0.1579,4,23.3
5453,(2015 TC145),Amor Asteroid,57800,2.3726,0.5513,2.5602,293.4399,101.1696,129.8095,1.0646,3.68,3.65,0.0833,12,23.4
5457,(2015 TN145),Apollo Asteroid,57800,1.4817,0.354,6.0404,241.8172,198.0482,239.7504,0.9571,2.01,1.8,0.0481,14,24.5
5458,(2015 TO178),Amor Asteroid,57800,2.4901,0.5723,3.6616,227.8178,193.31,112.8947,1.0649,3.92,3.93,0.0904,17,24.4
5459,(2015 TU178),Amor Asteroid,57800,1.6209,0.3161,4.4351,225.4556,131.9588,249.9983,1.1086,2.13,2.06,0.1168,15,23.4
5460,(2015 TX178),Amor Asteroid,57800,2.5031,0.5423,8.5603,196.2086,198.0927,118.1993,1.1457,3.86,3.96,0.156,8,24.0
5461,(2015 TA179),Apollo Asteroid,57800,1.3438,0.5669,9.8129,222.8526,44.7362,356.425,0.5819,2.11,1.56,0.1041,4,23.0
5462,(2015 TC179),Amor Asteroid,57800,1.4843,0.3092,1.1063,340.2013,47.9781,263.6426,1.0253,1.94,1.81,0.0313,11,26.0
5467,(2015 TS237),Amor Asteroid,57800,2.1592,0.4233,5.3284,117.7662,215.0834,169.6507,1.2453,3.07,3.17,0.253,8,22.6
5468,(2015 TU237),Apollo Asteroid,57309,1.2983,0.4411,2.3955,283.4299,355.9829,49.3933,0.7256,1.87,1.48,0.0057,3,24.4
5470,(2015 TW237),Amor Asteroid,57800,1.5038,0.3082,7.6113,46.7189,49.0878,221.1281,1.0403,1.97,1.84,0.0929,33,23.2
5471,(2015 TX237),Amor Asteroid,57800,2.1982,0.5274,4.1311,269.0316,79.8992,158.3295,1.0389,3.36,3.26,0.0806,9,23.3
5472,(2015 TZ237),Amor Asteroid,57800,1.7851,0.4125,5.8893,143.7993,228.3959,205.5012,1.0487,2.52,2.38,0.0737,21,24.2
5475,(2015 TJ238),Apollo Asteroid,57311,1.4465,0.5103,5.8007,91.6193,195.4418,32.9433,0.7083,2.18,1.74,0.0106,4,22.9
5477,(2015 TM238),Apollo Asteroid,57800,1.9641,0.5196,8.1452,307.7263,26.2811,189.3889,0.9436,2.98,2.75,0.0397,17,23.6
5478,(2015 TR238),Amor Asteroid,57800,2.4399,0.5422,3.2408,186.0622,212.9711,122.0334,1.1169,3.76,3.81,0.1251,12,25.2
5479,(2015 TS238),Apollo Asteroid,57800,1.1429,0.499,3.3108,77.9619,191.2715,88.7624,0.5726,1.71,1.22,0.0043,4,25.4
5481,(2015 TV346),Amor Asteroid,57311,1.7258,0.4071,2.7592,150.0539,219.2355,5.0709,1.0233,2.43,2.27,0.0323,4,27.3
5482,(2015 UC),Amor Asteroid,57800,2.2414,0.5343,3.0053,185.0996,207.6249,139.987,1.0438,3.44,3.36,0.0503,27,24.7
5485,(2015 UK),Apollo Asteroid,57800,1.0512,0.3192,3.2437,75.1652,201.8973,155.6234,0.7156,1.39,1.08,0.005,2,26.4
5486,(2015 UG51),Apollo Asteroid,57800,1.0599,0.2396,0.9012,189.7448,95.2076,152.7805,0.8059,1.31,1.09,0.0155,9,25.8
5490,(2015 UH52),Aten Asteroid,57800,0.8527,0.3856,4.7441,225.6419,26.5334,343.3165,0.5239,1.18,0.79,0.0002,10,26.0
5491,(2015 UL52),Apollo Asteroid,57800,1.3882,0.3061,7.3503,43.0649,24.9765,269.8697,0.9632,1.81,1.64,0.0217,9,24.9
5493,(2015 UW67),Apollo Asteroid,57800,1.8395,0.4886,3.3846,11.2491,326.9868,208.8077,0.9407,2.74,2.49,0.0271,7,22.7
5496,(2015 VX),Amor Asteroid,57800,1.4389,0.2093,3.177,156.1039,257.9341,259.1201,1.1378,1.74,1.73,0.1516,13,23.7
5498,(2015 VZ),Amor Asteroid,57800,2.3258,0.5096,5.1896,162.3951,250.4407,126.5937,1.1405,3.51,3.55,0.1549,19,23.1
5499,(2015 VA1),Amor Asteroid,57800,1.6911,0.3628,2.7439,175.2421,227.7334,208.3772,1.0776,2.3,2.2,0.0869,7,25.0
5503,(2015 VF1),Apollo Asteroid,57800,1.8752,0.5367,5.1462,75.6846,17.3682,166.3287,0.8688,2.88,2.57,0.0379,5,23.8
5505,(2015 VH1),Apollo Asteroid,57800,1.6585,0.3904,1.1345,178.7767,218.662,218.1002,1.011,2.31,2.14,0.0187,11,27.4
5508,(2015 VZ1),Apollo Asteroid,57332,1.9693,0.5587,9.1953,299.0729,22.2234,22.1398,0.8691,3.07,2.76,0.0262,5,23.2
5509,(2015 VA2),Apollo Asteroid,57800,1.6676,0.428,5.7219,321.7048,20.2793,236.8789,0.9538,2.38,2.15,0.0101,6,24.2
5510,(2015 VB2),Amor Asteroid,57800,1.937,0.4743,6.2126,215.4334,219.2747,160.6878,1.0183,2.86,2.7,0.057,12,25.2
5513,(2015 VH2),Amor Asteroid,57800,1.3194,0.2284,2.0734,19.5976,49.5255,287.8238,1.018,1.62,1.52,0.0338,11,27.4
5514,(2015 VU2),Amor Asteroid,57800,2.151,0.5025,6.4481,267.0155,75.6212,165.5864,1.0702,3.23,3.15,0.1318,5,22.6
5515,(2015 VV2),Apollo Asteroid,57800,1.6196,0.3794,6.3271,210.3154,218.4367,211.8481,1.0051,2.23,2.06,0.0381,13,24.9
5516,(2015 VX2),Apollo Asteroid,57800,1.4155,0.4422,2.2348,10.9797,125.4972,230.2987,0.7896,2.04,1.68,0.0327,8,24.3
5519,(2015 VA3),Amor Asteroid,57800,1.3331,0.2313,6.6884,200.7803,237.6906,275.0222,1.0248,1.64,1.54,0.0465,21,24.4
5522,(2015 VK64),Apollo Asteroid,57800,2.1973,0.5803,0.9264,315.5899,46.9834,150.9227,0.9221,3.47,3.26,0.0023,2,27.4
5524,(2015 VN64),Apollo Asteroid,57800,1.8407,0.5905,3.6381,108.1621,223.3403,203.2029,0.7537,2.93,2.5,0.0029,5,27.5
5526,(2015 VR64),Apollo Asteroid,57800,1.4814,0.3764,1.4896,234.7471,217.1275,233.6846,0.9239,2.04,1.8,0.0063,9,27.4
5527,(2015 VS64),Amor Asteroid,57800,1.6599,0.3165,3.5528,71.7237,329.3598,213.323,1.1346,2.19,2.14,0.1555,10,23.0
5529,(2015 VB65),Apollo Asteroid,57800,2.185,0.5658,8.6419,224.5674,231.1956,128.2654,0.9487,3.42,3.23,0.0366,27,22.9
5530,(2015 VC65),Amor Asteroid,57800,2.3708,0.5626,5.1313,70.8979,284.884,138.4745,1.0369,3.7,3.65,0.087,5,23.3
5532,(2015 VF65),Apollo Asteroid,57338,2.1743,0.5637,8.2595,306.48,51.6835,13.1051,0.9487,3.4,3.21,0.0502,6,26.1
5537,(2015 VU65),Apollo Asteroid,57800,1.9619,0.5773,2.9558,238.8393,230.6278,150.5736,0.8292,3.09,2.75,0.0026,10,26.4
5539,(2015 VE66),Apollo Asteroid,57800,2.0101,0.5008,6.1247,187.4604,238.3547,154.3915,1.0035,3.02,2.85,0.0185,32,24.1
5543,(2015 VB105),Amor Asteroid,57800,1.6362,0.2715,4.8776,103.3168,293.7177,224.8172,1.1921,2.08,2.09,0.2193,8,23.2
5544,(2015 VC105),Apollo Asteroid,57800,1.5035,0.3237,4.2659,180.8407,207.0082,256.751,1.0169,1.99,1.84,0.022,16,25.2
5546,(2015 VE105),Apollo Asteroid,57800,1.0419,0.2006,3.7785,249.0256,44.5539,162.8388,0.8329,1.25,1.06,0.0235,12,24.7
5549,(2015 VK105),Amor Asteroid,57800,2.0452,0.453,5.1617,162.4058,282.3712,143.5551,1.1186,2.97,2.92,0.1378,13,23.7
5553,(2015 VQ105),Apollo Asteroid,57800,2.0037,0.5138,9.2396,120.0024,234.6238,177.4213,0.9742,3.03,2.84,0.0818,5,24.5
5554,(2015 VW105),Apollo Asteroid,57342,1.1368,0.3201,6.0559,120.5744,37.4829,297.7568,0.7729,1.5,1.21,0.0501,8,23.4
5555,(2015 VX105),Apollo Asteroid,57800,1.4943,0.5253,3.1015,104.1475,224.6197,279.4536,0.7093,2.28,1.83,0.0036,8,23.7
5556,(2015 VA106),Apollo Asteroid,57800,1.8225,0.5229,3.7471,120.4067,234.6752,201.573,0.8696,2.78,2.46,0.0108,22,22.7
5558,(2015 VC106),Apollo Asteroid,57800,1.4694,0.3328,6.2142,210.2419,228.191,241.0874,0.9803,1.96,1.78,0.0182,6,26.3
5559,(2015 VD106),Apollo Asteroid,57800,1.9208,0.4868,5.9139,331.9736,51.8729,178.5938,0.9857,2.86,2.66,0.0207,5,26.8
5560,(2015 VE106),Apollo Asteroid,57800,1.261,0.2221,9.388,193.325,234.3873,310.7744,0.981,1.54,1.42,0.0021,7,24.3
5563,(2015 VT142),Amor Asteroid,57343,2.4515,0.5763,2.1197,339.4448,41.3793,7.5672,1.0388,3.86,3.84,0.0431,4,26.3
5564,(2015 VV142),Apollo Asteroid,57342,2.2232,0.5512,5.8185,30.2918,48.3127,353.7366,0.9978,3.45,3.32,0.035,4,26.9
5565,(2015 VZ145),Apollo Asteroid,57800,2.1275,0.5419,2.7348,327.4827,103.2791,139.6447,0.9747,3.28,3.1,0.0141,23,23.5
5567,(2015 VG150),Amor Asteroid,57800,1.4341,0.2828,1.3406,273.1639,131.1657,267.375,1.0285,1.84,1.72,0.0446,13,25.7
5568,(2015 WF),Amor Asteroid,57344,2.2373,0.545,3.9209,184.0041,214.1669,4.5674,1.0179,3.46,3.35,0.0249,6,25.9
5570,(2015 WK),Apollo Asteroid,57800,1.6821,0.396,2.2869,272.0798,179.0062,190.7304,1.016,2.35,2.18,0.0516,17,25.0
5572,(2015 WC1),Apollo Asteroid,57800,1.6139,0.375,6.9711,174.6882,242.6652,218.276,1.0087,2.22,2.05,0.0227,22,25.2
5573,(2015 WN1),Apollo Asteroid,57800,1.4053,0.3699,0.5025,124.8946,231.9696,296.8854,0.8854,1.93,1.67,0.0004,7,26.5
5576,(2015 WW1),Apollo Asteroid,57800,1.5712,0.3933,5.1639,126.7949,247.8383,244.5717,0.9533,2.19,1.97,0.0319,12,24.9
5583,(2015 WZ12),Aten Asteroid,57800,0.7218,0.4125,3.6253,345.6447,251.8275,194.7988,0.424,1.02,0.61,0.0041,11,26.3
5584,(2015 WA13),Apollo Asteroid,57800,1.3778,0.2732,4.8228,9.8106,68.4183,264.0255,1.0014,1.75,1.62,0.0184,17,26.1
5587,(2015 WG13),Amor Asteroid,57800,2.1834,0.4898,6.8544,131.152,301.1939,134.9736,1.1139,3.25,3.23,0.1567,21,22.6
5590,(2015 XC),Apollo Asteroid,57800,1.1798,0.2934,4.873,76.271,70.7919,292.8712,0.8337,1.53,1.28,0.0072,16,25.2
