Object Name,Kinetic Energy (Megatons)
Tsar Bomba,54.0
Castle Bravo,15.0
Ivy Mike,10.4
Castle Romeo,11.0
1999 JM8,0.25417878864004756
2001 XU10,0.09290081026796962
2004 LJ1,0.06660379130261818
2005 NZ6,0.041352846961324984
2004 QY2,0.038923516199475684
2008 OB9,0.027486581823745238
2003 YT1,0.01671410185969566
2004 TG10,0.015290795825876774
2016 AJ193,0.010234059366629461
1996 EN,0.008800180238123997
2002 QF15,0.008289783062138345
1999 NC43,0.007255228992001152
2009 KC3,0.0068420020833477365
2010 JL33,0.006312099804689069
2002 LV,0.006151892001803029
2000 WO67,0.00590826632114026
2001 SN289,0.005604405709959271
1998 OH,0.005422459025609348
1950 DA,0.005400132531313746
2002 FB3,0.004997213563339945
1991 CS,0.00426190076399164
2012 LZ1,0.003943554348377672
2002 SY50,0.003674214766921267
1999 JD6,0.00358632020963707
1998 KN3,0.0034373267511520864
2004 XK50,0.003214630483905316
1989 JA,0.003144890428357906
1999 KW4,0.0030903829224151473
2015 KL157,0.00278310081176144
2011 GS60,0.0026925495421340415
2004 MX2,0.002643800198540708
1994 PC1,0.0025920815652504367
2002 PD43,0.00229674476978296
1991 AQ,0.002167726523156826
2014 SR339,0.002014287228642859
2004 VC,0.001995952177040378
1993 DQ1,0.001972760719706324
2004 XN50,0.0019103027558515697
2010 DM,0.0018378046861007825
2012 UR158,0.0018065172141176718
2007 WV4,0.001749032471027411
1998 OR2,0.0017365140105827911
2011 WO4,0.0017003708792625966
2006 DP14,0.001624631691621102
2003 CA,0.0014811768274716802
2003 UC20,0.0014535986818645882
1999 XK136,0.0014326247499608187
2003 WG,0.0014299650344306487
2015 HX176,0.0014099438101075217
2007 PF28,0.0013954020591724606
2003 CR20,0.001368638909291008
1998 HJ3,0.0013627684289558007
2000 JE5,0.0013009784749083452
2014 KP4,0.0012651814635800793
1996 RG3,0.001223560560061804
2002 CY9,0.001166275676972621
2016 MK1,0.0011583809484142947
2002 YP2,0.0010985503325768168
2005 XJ8,0.0010873857983138722
2016 NT22,0.0010574813187827295
2006 GY2,0.0010470594404429158
1998 QA62,0.0010404850934841161
1996 FG3,0.001037558631699166
2014 OX299,0.0010321287277474914
2007 EL88,0.00102680406986662
2011 WN15,0.0009980913120919907
2010 TU149,0.0009975313310362005
2014 CY4,0.0009956320885605083
1997 GL3,0.000993706051282051
2009 BJ58,0.000985367880150206
2016 CA136,0.0009742110459743181
2003 FH,0.000941144720493869
2011 EF17,0.0009266889844416237
2002 NY40,0.0009213990782829215
2005 GC120,0.0009164145444439036
2002 FG7,0.0008792541589451756
2001 EB18,0.0008694779895257585
2001 FO32,0.000851533398531536
2011 JR13,0.0008250885781979864
2015 UM67,0.000798358936211867
2009 HV58,0.0007943682331949521
1996 JG,0.0007933765982059617
2016 PZ39,0.0007740283040702523
2012 FR1,0.0007703434597405381
1992 SK,0.0007484990734761185
2015 DU180,0.0007444263743373488
2012 TO139,0.0007432806089565777
2016 CW137,0.0007328309102742197
2003 YM137,0.0007256816542796046
1991 EE,0.0007110208032602422
2014 NK52,0.0006892729077010942
2011 AM12,0.0006823588678862547
1994 XD,0.0006768366219523661
2005 EJ225,0.0006696691007807303
2003 EG16,0.0006524706392345509
2010 HQ80,0.0006484839081566748
2011 LC19,0.0006385411211308034
2015 TB145,0.0006346825297358647
2001 QL142,0.000627452337180182
2011 WR46,0.0006185687458230408
2011 OB,0.0005991319767499662
2006 SU19,0.0005984704569056581
2011 GM44,0.0005972192246509483
2001 KY66,0.0005876461296612762
2008 AH33,0.0005778938781689627
2012 DJ61,0.0005763485281064721
2005 PJ2,0.0005585167014107861
2000 UH1,0.0005560886291078566
2012 RG15,0.0005540061296291028
2009 CB3,0.000548282635911743
2010 MU112,0.0005422855635999253
